ticket_id,showtime_id,customer_id,seat_number,seat_type,final_price
370,19,188,B2,Normal,240
371,84,185,C2,Normal,300
372,97,86,K15,Normal,300
373,20,52,D10,Normal,350
374,12,111,A13,Normal,240
375,47,181,D2,Normal,200
376,1,109,F12,Honeymoon,350
377,90,86,E2,Normal,240
378,14,43,B14,Normal,350
379,64,200,B7,Normal,160
380,38,200,E5,Normal,200
381,37,42,B14,Normal,350
382,11,90,D3,Normal,160
383,100,115,A5,Normal,200
384,77,26,G11,Honeymoon,350
385,3,151,E11,Normal,350
386,33,43,K6,Normal,350
387,6,77,K3,Normal,350
388,50,156,E6,Normal,300
389,10,137,E12,Normal,350
390,5,20,B10,Normal,300
391,23,184,D15,VIP,300
392,10,39,C10,Normal,160
393,44,179,A7,Normal,200
394,2,12,D1,Honeymoon,300
395,13,183,F11,Normal,240
396,40,11,K6,Honeymoon,300
397,2,154,B6,Normal,240
398,84,42,A1,Normal,160
399,65,155,J3,Normal,240
400,63,11,K12,Honeymoon,160
401,73,38,J5,VIP,160
402,17,98,C3,Normal,160
403,9,171,A4,Normal,240
404,75,19,A3,Normal,240
405,15,192,G1,Normal,160
406,24,134,D7,Normal,160
407,38,174,B13,Normal,200
408,35,116,E10,Normal,160
409,94,113,D12,Normal,350
410,95,170,H3,Normal,200
411,49,65,K9,VIP,200
412,69,99,B9,Honeymoon,200
413,62,72,F2,Normal,350
414,60,187,F1,Honeymoon,200
415,50,52,E9,Normal,200
416,78,118,G11,Honeymoon,240
417,75,175,G2,Normal,240
418,9,120,G2,Normal,160
419,34,7,B15,Honeymoon,160
420,76,11,B3,Normal,300
421,99,103,C14,VIP,350
422,35,61,G9,Honeymoon,240
423,1,68,J1,VIP,160
424,40,153,H10,Normal,350
425,64,140,D15,Normal,200
426,22,154,K11,Normal,350
427,60,102,D11,VIP,240
428,64,110,C1,Normal,300
429,93,140,G11,Normal,240
430,72,171,D14,Normal,160
431,11,51,J4,Normal,160
432,14,117,J10,Normal,350
433,60,165,G7,Normal,240
434,30,46,H2,Honeymoon,160
435,35,53,B3,Normal,200
436,85,88,K10,Honeymoon,200
437,37,121,E11,Normal,300
438,5,13,H1,Normal,350
439,83,89,D9,Normal,160
440,78,125,G4,Normal,300
441,26,118,F1,Normal,200
442,62,54,C5,Honeymoon,300
443,4,185,A11,Normal,300
444,89,116,E1,Normal,160
445,42,118,C14,Normal,160
446,89,4,J1,Honeymoon,160
447,18,75,E8,Normal,350
448,40,49,B10,Normal,300
449,72,7,F9,Normal,300
450,39,110,H9,VIP,350
451,14,122,J12,Normal,200
452,32,11,A1,Normal,240
453,51,92,J11,Normal,200
454,38,182,F11,Honeymoon,350
455,97,173,E2,Normal,300
456,23,23,E4,Honeymoon,300
457,63,28,K10,Normal,160
458,15,111,J6,Normal,160
459,97,57,G15,Normal,300
460,25,26,E2,Honeymoon,300
461,17,153,C5,Normal,160
462,97,54,A13,Honeymoon,160
463,66,29,C13,Normal,200
464,78,97,J10,VIP,300
465,53,164,H6,Normal,300
466,51,14,J8,Normal,350
467,39,78,D6,Normal,200
468,51,35,K9,Normal,240
469,70,30,K11,Normal,240
470,6,92,J15,Normal,240
471,67,17,C15,Normal,160
472,7,195,C12,Normal,240
473,51,158,J15,Normal,350
474,72,93,A15,Normal,160
475,42,173,D15,Normal,160
476,64,79,C10,Normal,240
477,15,110,H7,Normal,160
478,29,179,F2,Normal,200
479,33,102,G15,Honeymoon,200
480,94,106,H2,VIP,240
481,27,47,J2,Normal,350
482,36,181,F5,Normal,160
483,29,64,J5,Normal,300
484,38,166,J14,Normal,240
485,57,64,C2,Normal,160
486,97,87,H3,Normal,240
487,27,7,H9,Normal,240
488,55,22,K11,Normal,350
489,33,81,E8,Normal,300
490,68,169,J7,Normal,160
491,86,74,J15,Normal,240
492,66,138,H9,Normal,240
493,10,185,A8,Normal,160
494,5,135,E4,Honeymoon,240
495,74,125,J15,Honeymoon,240
496,97,50,C11,Normal,240
497,38,52,C10,Normal,200
498,13,161,A3,Normal,200
499,31,1,K10,Normal,300
500,47,181,H5,Normal,350
501,100,188,H9,Normal,160
502,88,162,H7,Normal,350
503,52,4,K15,Normal,350
504,56,145,A4,VIP,200
505,15,132,J14,Honeymoon,300
506,29,171,B11,Normal,350
507,8,4,K4,Normal,350
508,5,1,B2,Normal,240
509,29,71,G2,Honeymoon,160
510,47,178,C1,Honeymoon,300
511,68,189,K9,VIP,160
512,76,35,H2,Normal,200
513,45,8,K11,Honeymoon,350
514,2,152,H6,Normal,350
515,27,36,G11,Honeymoon,160
516,95,178,H7,Honeymoon,200
517,36,123,E2,Normal,240
518,36,43,H7,Normal,240
519,26,27,H11,Honeymoon,350
520,43,32,C5,Normal,350
521,27,78,B13,Normal,300
522,69,121,G13,Normal,160
523,20,146,J5,Normal,350
524,11,156,G12,Normal,200
525,74,157,K2,Normal,160
526,38,16,K8,Normal,300
527,6,99,B6,Normal,240
528,72,47,D7,Normal,300
529,23,187,G7,Normal,160
530,47,31,D6,Normal,240
531,90,4,F8,Normal,200
532,46,165,D10,Normal,240
533,12,17,F2,Honeymoon,240
534,90,39,J7,Normal,200
535,13,48,G3,Honeymoon,350
536,62,174,F13,Normal,350
537,82,176,F5,VIP,240
538,89,39,G2,Normal,240
539,97,132,D2,Normal,300
540,60,30,C8,Normal,350
541,43,158,K4,Normal,200
542,76,22,A15,Normal,240
543,100,66,A1,Normal,240
544,68,108,J15,Normal,300
545,5,12,A1,Honeymoon,300
546,37,36,D4,Normal,300
547,72,18,G6,Normal,160
548,92,90,B11,Normal,200
549,31,181,F12,Normal,160
550,9,199,G3,VIP,240
551,51,1,G12,Honeymoon,300
552,29,127,E11,Honeymoon,300
553,78,186,K5,VIP,300
554,40,90,G5,Normal,350
555,41,87,H13,Normal,200
556,86,90,K13,Normal,160
557,11,134,H14,Honeymoon,200
558,23,70,D6,Honeymoon,300
559,1,44,F6,Normal,240
560,46,200,C6,Normal,350
561,21,152,E7,VIP,200
562,90,86,J9,Normal,240
563,36,19,H9,Honeymoon,300
564,54,101,H6,Normal,300
565,87,146,K7,Normal,300
566,57,95,G10,Normal,300
567,1,101,H4,Normal,350
568,63,30,H15,Normal,350
569,54,170,F4,Normal,200
570,55,33,J14,Honeymoon,300
571,40,12,B4,Normal,350
572,15,118,J7,Honeymoon,240
573,21,94,B14,Normal,350
574,47,155,B9,Honeymoon,350
575,73,167,A10,Normal,200
576,53,137,G15,Normal,350
577,9,149,K10,Normal,240
578,74,76,D10,Normal,300
579,52,29,K12,Honeymoon,160
580,57,161,A2,Normal,200
581,26,190,K12,Normal,240
582,41,117,J15,Honeymoon,200
583,35,15,H6,Normal,300
584,63,2,C8,Honeymoon,350
585,25,180,J11,Normal,350
586,90,117,G12,Honeymoon,240
587,75,172,G5,Normal,300
588,38,182,G2,VIP,160
589,2,18,E11,Normal,160
590,7,3,B9,Normal,350
591,82,135,E8,Normal,300
592,91,171,J8,Normal,300
593,34,166,G3,Normal,240
594,91,165,C14,Normal,160
595,17,186,J13,Normal,240
596,43,161,D10,Honeymoon,200
597,59,108,B14,Normal,300
598,51,187,C7,Honeymoon,160
599,54,95,H10,Normal,240
600,24,122,A3,Normal,350
601,25,11,J2,Honeymoon,200
602,71,68,C13,Honeymoon,240
603,52,123,A7,Normal,350
604,70,196,J5,Normal,160
605,88,113,D4,Normal,160
606,33,98,J1,Normal,200
607,49,93,E13,Normal,350
608,29,22,C11,Normal,300
609,63,194,H1,Normal,160
610,22,172,F2,Normal,300
611,26,127,J7,VIP,300
612,28,134,G1,Honeymoon,240
613,85,170,A8,Normal,240
614,49,25,C2,Normal,160
615,71,185,E4,Normal,300
616,81,85,K3,Honeymoon,240
617,84,55,A13,Normal,350
618,49,144,G3,Normal,350
619,20,95,E1,Normal,350
620,86,142,A8,Normal,350
621,92,167,B14,Normal,300
622,63,156,G5,Honeymoon,350
623,61,179,C11,Normal,300
624,49,119,K14,Normal,160
625,71,177,A11,Normal,160
626,1,9,A2,Normal,350
627,96,186,J11,Normal,350
628,13,173,F5,Normal,350
629,94,150,F12,Normal,160
630,87,160,H1,VIP,240
631,51,197,K4,VIP,160
632,56,197,B2,Normal,350
633,83,42,B8,Honeymoon,240
634,62,53,D3,VIP,240
635,32,187,B5,Normal,200
636,30,74,A2,Normal,300
637,29,39,F13,Normal,350
638,49,122,C1,Normal,300
639,45,15,J10,Honeymoon,200
640,93,199,F3,Normal,300
641,30,157,A4,Normal,350
642,16,123,K6,Normal,200
643,40,111,J8,Normal,300
644,19,131,J14,Normal,160
645,18,83,C1,Normal,240
646,1,10,K3,Normal,200
647,78,92,B6,Honeymoon,160
648,47,29,B8,Honeymoon,350
649,66,35,J11,Honeymoon,240
650,92,6,K13,Honeymoon,200
651,94,140,B14,Honeymoon,240
652,38,111,G15,Normal,200
653,51,38,D7,Normal,200
654,63,77,H10,Normal,300
655,4,93,G11,Normal,240
656,1,147,F9,Normal,240
657,8,67,E1,Honeymoon,160
658,29,136,J5,Normal,350
659,55,8,E11,Normal,160
660,3,122,E10,Normal,300
661,32,84,K4,Normal,200
662,10,175,H3,VIP,300
663,74,132,B6,Normal,300
664,83,179,J11,Normal,160
665,34,85,F7,Normal,200
666,97,195,F13,Honeymoon,350
667,87,45,H6,Normal,300
668,55,136,A10,Normal,350
669,92,87,A12,Honeymoon,200
670,32,16,A7,Normal,200
671,50,77,K10,Normal,160
672,7,195,H9,Normal,240
673,93,9,B11,Honeymoon,160
674,8,60,A15,Normal,350
675,65,78,C3,Normal,160
676,57,77,E2,Normal,200
677,67,71,D2,Normal,300
678,88,15,G5,Normal,240
679,87,71,C5,Normal,200
680,59,102,F1,Normal,300
681,72,169,J3,Normal,350
682,54,22,F8,Normal,350
683,67,152,B10,Normal,350
684,51,113,D12,Normal,160
685,97,172,C2,Normal,350
686,92,1,E3,Normal,350
687,8,10,A12,VIP,160
688,34,110,E3,Normal,300
689,35,200,F2,Normal,200
690,96,184,G2,Normal,240
691,88,113,A1,Normal,350
692,78,50,E10,Honeymoon,350
693,32,12,K1,Normal,350
694,46,89,J13,Normal,160
695,16,188,F11,Normal,160
696,68,154,C9,Normal,160
697,37,112,B8,Normal,240
698,54,78,E8,Normal,200
699,85,169,A4,Honeymoon,350
700,14,164,J6,Honeymoon,300
701,95,121,B6,Normal,350
702,55,23,G15,Normal,350
703,48,171,E6,Honeymoon,350
704,82,134,A7,Normal,350
705,7,197,D4,Normal,200
706,74,171,B1,Honeymoon,300
707,7,25,K10,Normal,160
708,33,18,F9,Normal,300
709,23,190,F12,Normal,350
710,85,141,G8,Normal,300
711,19,43,E15,VIP,350
712,19,78,C4,Normal,300
713,36,28,B11,VIP,240
714,29,146,E6,Normal,300
715,60,59,J5,Normal,160
716,82,188,E3,Normal,160
717,2,63,F12,Normal,300
718,1,185,C11,Normal,300
719,47,92,G8,Normal,200
720,69,179,J4,Honeymoon,300
721,20,56,F4,VIP,160
722,11,155,A10,Normal,240
723,2,160,A15,Normal,160
724,67,111,C12,Honeymoon,200
725,87,137,G3,Normal,300
726,12,68,B2,Normal,240
727,20,46,A9,VIP,160
728,5,67,H9,Normal,240
729,37,154,C6,Normal,350
730,38,136,C6,Normal,160
731,94,6,D3,Normal,350
732,9,24,D6,Normal,240
733,98,176,G7,Normal,300
734,53,94,H14,VIP,300
735,44,173,G5,Normal,300
736,99,13,E10,Normal,350
737,86,197,E14,Normal,300
738,24,25,F5,Honeymoon,200
739,81,148,E8,VIP,160
740,74,118,K15,Honeymoon,160
741,30,82,F2,Normal,240
742,59,111,H11,VIP,350
743,87,82,A6,Normal,160
744,96,66,E15,Normal,350
745,81,45,F13,Normal,240
746,81,114,A3,Normal,300
747,14,175,D7,Honeymoon,240
748,9,63,E14,Normal,200
749,40,76,J5,Normal,300
750,66,114,E5,Normal,300
751,25,111,D7,Normal,300
752,73,183,F1,Normal,240
753,22,147,K7,Normal,200
754,4,35,F14,Normal,350
755,26,53,E12,Normal,240
756,58,26,E8,Honeymoon,160
757,29,14,K3,VIP,160
758,98,118,H10,VIP,240
759,87,45,D12,Honeymoon,350
760,37,172,E6,Normal,160
761,75,193,F15,Honeymoon,350
762,70,51,D5,Normal,300
763,18,171,A14,Honeymoon,240
764,85,119,B1,Normal,300
765,42,151,C12,Honeymoon,160
766,100,184,H5,Normal,350
767,41,19,B7,Normal,300
768,38,82,E8,Normal,160
769,34,76,B4,Normal,200
770,17,183,E6,VIP,300
771,37,92,E13,Normal,200
772,25,188,K12,Normal,200
773,76,187,K9,VIP,160
774,87,33,D9,Normal,240
775,86,147,H7,Normal,350
776,85,28,B3,Normal,160
777,27,123,H12,Normal,300
778,57,180,F10,Honeymoon,350
779,31,126,K4,Honeymoon,240
780,6,177,C9,VIP,160
781,91,37,G15,Normal,240
782,40,154,E8,Normal,300
783,98,99,B10,Normal,160
784,12,98,J3,Honeymoon,300
785,53,127,J1,Normal,350
786,71,168,E1,Normal,350
787,10,80,G10,Normal,240
788,45,38,D6,Normal,240
789,17,77,G8,Honeymoon,350
790,26,126,K2,Normal,200
791,85,87,A2,Normal,350
792,92,54,A5,Normal,160
793,62,150,F11,Honeymoon,300
794,46,16,J13,Normal,350
795,64,28,E8,Normal,350
796,2,163,A9,Normal,300
797,54,188,G3,Normal,300
798,65,173,K15,Honeymoon,160
799,51,46,K3,Normal,300
800,53,72,J5,VIP,240
801,36,183,E1,Normal,350
802,26,85,D6,Honeymoon,300
803,29,26,A10,Honeymoon,160
804,21,85,J14,Normal,300
805,11,153,E2,Normal,350
806,40,65,H8,Normal,200
807,11,134,J13,Normal,300
808,36,151,J2,Normal,240
809,59,115,J3,Normal,350
810,39,64,E3,Honeymoon,160
811,99,87,H6,Normal,350
812,54,171,F14,Honeymoon,200
813,98,107,D6,Normal,160
814,55,151,J12,Normal,200
815,24,96,G14,VIP,200
816,22,158,J3,Normal,240
817,69,77,D3,Normal,300
818,56,146,C2,Honeymoon,240
819,33,87,H15,VIP,240
820,36,149,G9,Normal,240
821,20,57,E14,Normal,160
822,83,103,C4,Normal,300
823,99,151,E10,Normal,300
824,81,91,H5,Normal,160
825,62,45,B1,Normal,240
826,98,172,D14,Normal,240
827,73,88,B4,Honeymoon,200
828,26,115,G5,Honeymoon,200
829,66,47,H8,Normal,350
830,73,168,C11,Normal,200
831,73,179,F6,Normal,300
832,40,170,G13,Normal,160
833,17,135,D9,Normal,240
834,1,50,G5,Normal,350
835,89,176,K12,Normal,200
836,61,84,E2,VIP,350
837,43,91,G9,Honeymoon,160
838,42,134,G3,Honeymoon,160
839,25,91,E5,Normal,350
840,39,137,E8,Normal,350
841,35,109,B13,Normal,350
842,3,57,B3,Honeymoon,240
843,44,31,B11,Normal,300
844,51,21,G14,Normal,200
845,94,90,K12,Normal,200
846,98,40,D10,Normal,200
847,12,112,H14,Normal,350
848,19,45,J4,Normal,350
849,44,77,J14,Normal,350
850,59,177,J9,Normal,240
851,49,87,A8,Normal,240
852,61,148,D6,Normal,240
853,17,101,F10,Honeymoon,240
854,74,117,B10,Normal,160
855,57,92,F8,Normal,240
856,55,145,G3,Normal,240
857,47,28,H12,VIP,240
858,12,169,K3,Normal,200
859,62,194,D11,Normal,200
860,80,25,A12,Normal,200
861,88,58,H15,Normal,300
862,83,41,E11,Normal,160
863,8,134,B2,Normal,350
864,95,75,J2,VIP,240
865,21,38,J4,Honeymoon,200
866,81,134,A10,VIP,160
867,87,173,C1,Normal,240
868,80,75,D15,Honeymoon,300
869,70,142,E10,Normal,350
870,72,66,B2,Normal,240
871,25,168,D5,Honeymoon,350
872,82,3,C7,Normal,240
873,89,117,H13,Normal,300
874,12,99,F5,Normal,160
875,15,152,A11,Normal,350
876,59,19,J14,VIP,350
877,26,146,J3,Normal,160
878,26,192,C5,Normal,350
879,47,116,C3,Normal,200
880,32,125,B3,Honeymoon,160
881,10,88,A13,Normal,300
882,16,35,F15,Normal,240
883,71,190,H5,Honeymoon,240
884,17,1,A1,Normal,160
885,23,153,E3,Normal,200
886,26,173,C4,Honeymoon,300
887,85,177,G13,Normal,240
888,86,126,A10,Honeymoon,240
889,7,89,J8,Normal,200
890,14,144,A7,VIP,350
891,79,147,D11,VIP,160
892,7,151,F5,Normal,200
893,9,25,A12,Normal,200
