sale_id,customer_id,item_name,quantity,unit_price,total_price,sale_date
145,141,Combo Set A,1,250,250,2026-08-07 00:00:00
146,82,Soda (M),1,60,60,2026-08-07 01:00:00
147,64,Soda (L),2,80,160,2026-08-07 02:00:00
148,38,Popcorn Original,2,100,200,2026-08-07 03:00:00
149,119,Combo Set B,3,320,960,2026-08-07 04:00:00
150,22,Water,2,30,60,2026-08-07 05:00:00
151,159,Popcorn Original,1,100,100,2026-08-07 06:00:00
152,99,Popcorn Cheese,2,120,240,2026-08-07 07:00:00
153,170,Soda (L),2,80,160,2026-08-07 08:00:00
154,190,Water,1,30,30,2026-08-07 09:00:00
155,106,Water,2,30,60,2026-08-07 10:00:00
156,64,Combo Set A,1,250,250,2026-08-07 11:00:00
157,9,Popcorn Sweet,2,120,240,2026-08-07 12:00:00
158,126,Popcorn Cheese,1,120,120,2026-08-07 13:00:00
159,95,Popcorn Original,3,100,300,2026-08-07 14:00:00
160,172,Popcorn Sweet,2,120,240,2026-08-07 15:00:00
161,191,Soda (M),3,60,180,2026-08-07 16:00:00
162,168,Soda (L),1,80,80,2026-08-07 17:00:00
163,88,Combo Set B,1,320,320,2026-08-07 18:00:00
164,169,Popcorn Original,3,100,300,2026-08-07 19:00:00
165,113,Soda (M),1,60,60,2026-08-07 20:00:00
166,72,Water,1,30,30,2026-08-07 21:00:00
167,50,Combo Set A,1,250,250,2026-08-07 22:00:00
168,148,Popcorn Original,1,100,100,2026-08-07 23:00:00
169,81,Popcorn Sweet,1,120,120,2026-08-08 00:00:00
170,198,Popcorn Cheese,1,120,120,2026-08-08 01:00:00
171,170,Popcorn Sweet,1,120,120,2026-08-08 02:00:00
172,33,Soda (L),1,80,80,2026-08-08 03:00:00
173,63,Combo Set A,3,250,750,2026-08-08 04:00:00
174,185,Soda (L),2,80,160,2026-08-08 05:00:00
175,193,Popcorn Original,1,100,100,2026-08-08 06:00:00
176,105,Popcorn Sweet,3,120,360,2026-08-08 07:00:00
177,180,Popcorn Cheese,1,120,120,2026-08-08 08:00:00
178,99,Water,2,30,60,2026-08-08 09:00:00
179,6,Soda (L),1,80,80,2026-08-08 10:00:00
180,135,Popcorn Cheese,3,120,360,2026-08-08 11:00:00
181,9,Soda (M),3,60,180,2026-08-08 12:00:00
182,101,Popcorn Original,2,100,200,2026-08-08 13:00:00
183,61,Popcorn Cheese,1,120,120,2026-08-08 14:00:00
184,162,Popcorn Original,3,100,300,2026-08-08 15:00:00
185,163,Soda (M),2,60,120,2026-08-08 16:00:00
186,99,Popcorn Cheese,2,120,240,2026-08-08 17:00:00
187,148,Combo Set A,1,250,250,2026-08-08 18:00:00
188,58,Popcorn Cheese,3,120,360,2026-08-08 19:00:00
189,60,Water,1,30,30,2026-08-08 20:00:00
190,182,Soda (M),1,60,60,2026-08-08 21:00:00
191,35,Combo Set B,1,320,320,2026-08-08 22:00:00
192,47,Combo Set A,3,250,750,2026-08-08 23:00:00
193,46,Combo Set A,2,250,500,2026-08-09 00:00:00
194,87,Popcorn Sweet,1,120,120,2026-08-09 01:00:00
195,4,Combo Set B,1,320,320,2026-08-09 02:00:00
196,10,Popcorn Cheese,3,120,360,2026-08-09 03:00:00
197,107,Water,1,30,30,2026-08-09 04:00:00
198,75,Popcorn Cheese,2,120,240,2026-08-09 05:00:00
199,40,Water,1,30,30,2026-08-09 06:00:00
200,127,Combo Set A,2,250,500,2026-08-09 07:00:00
201,183,Soda (L),1,80,80,2026-08-09 08:00:00
202,119,Combo Set A,1,250,250,2026-08-09 09:00:00
203,73,Popcorn Sweet,1,120,120,2026-08-09 10:00:00
204,40,Popcorn Cheese,2,120,240,2026-08-09 11:00:00
205,96,Combo Set B,1,320,320,2026-08-09 12:00:00
206,23,Soda (M),1,60,60,2026-08-09 13:00:00
207,143,Popcorn Original,1,100,100,2026-08-09 14:00:00
208,115,Soda (M),2,60,120,2026-08-09 15:00:00
209,116,Popcorn Sweet,1,120,120,2026-08-09 16:00:00
210,133,Soda (L),3,80,240,2026-08-09 17:00:00
211,168,Soda (L),2,80,160,2026-08-09 18:00:00
212,146,Soda (L),3,80,240,2026-08-09 19:00:00
213,21,Water,1,30,30,2026-08-09 20:00:00
214,3,Soda (M),2,60,120,2026-08-09 21:00:00
215,46,Combo Set B,2,320,640,2026-08-09 22:00:00
216,90,Popcorn Original,1,100,100,2026-08-09 23:00:00
217,79,Combo Set A,3,250,750,2026-08-10 00:00:00
218,127,Combo Set A,2,250,500,2026-08-10 01:00:00
219,53,Popcorn Original,2,100,200,2026-08-10 02:00:00
220,148,Combo Set A,2,250,500,2026-08-10 03:00:00
221,187,Water,2,30,60,2026-08-10 04:00:00
222,21,Popcorn Cheese,2,120,240,2026-08-10 05:00:00
223,90,Water,1,30,30,2026-08-10 06:00:00
224,113,Popcorn Original,2,100,200,2026-08-10 07:00:00
225,51,Popcorn Original,3,100,300,2026-08-10 08:00:00
226,153,Combo Set B,2,320,640,2026-08-10 09:00:00
227,68,Combo Set B,1,320,320,2026-08-10 10:00:00
228,116,Popcorn Cheese,1,120,120,2026-08-10 11:00:00
229,138,Soda (M),3,60,180,2026-08-10 12:00:00
230,195,Soda (M),2,60,120,2026-08-10 13:00:00
231,83,Popcorn Sweet,3,120,360,2026-08-10 14:00:00
232,95,Combo Set B,3,320,960,2026-08-10 15:00:00
233,137,Soda (M),3,60,180,2026-08-10 16:00:00
234,29,Soda (L),3,80,240,2026-08-10 17:00:00
235,165,Combo Set B,2,320,640,2026-08-10 18:00:00
236,110,Combo Set B,1,320,320,2026-08-10 19:00:00
237,71,Soda (L),1,80,80,2026-08-10 20:00:00
238,38,Combo Set B,2,320,640,2026-08-10 21:00:00
239,127,Combo Set B,3,320,960,2026-08-10 22:00:00
240,72,Popcorn Sweet,2,120,240,2026-08-10 23:00:00
241,59,Popcorn Original,3,100,300,2026-08-11 00:00:00
242,185,Combo Set B,3,320,960,2026-08-11 01:00:00
243,188,Popcorn Sweet,2,120,240,2026-08-11 02:00:00
244,28,Popcorn Cheese,2,120,240,2026-08-11 03:00:00
245,156,Popcorn Sweet,3,120,360,2026-08-11 04:00:00
246,46,Popcorn Sweet,3,120,360,2026-08-11 05:00:00
247,71,Water,3,30,90,2026-08-11 06:00:00
248,195,Soda (L),3,80,240,2026-08-11 07:00:00
249,183,Popcorn Cheese,2,120,240,2026-08-11 08:00:00
250,38,Water,1,30,30,2026-08-11 09:00:00
251,117,Popcorn Cheese,1,120,120,2026-08-11 10:00:00
252,108,Popcorn Sweet,3,120,360,2026-08-11 11:00:00
253,146,Combo Set B,1,320,320,2026-08-11 12:00:00
254,95,Water,1,30,30,2026-08-11 13:00:00
255,63,Water,1,30,30,2026-08-11 14:00:00
256,103,Popcorn Cheese,1,120,120,2026-08-11 15:00:00
257,5,Popcorn Cheese,1,120,120,2026-08-11 16:00:00
258,172,Soda (M),1,60,60,2026-08-11 17:00:00
259,157,Combo Set A,3,250,750,2026-08-11 18:00:00
260,107,Popcorn Cheese,3,120,360,2026-08-11 19:00:00
261,142,Water,3,30,90,2026-08-11 20:00:00
262,58,Popcorn Original,2,100,200,2026-08-11 21:00:00
263,172,Popcorn Cheese,1,120,120,2026-08-11 22:00:00
264,146,Soda (L),1,80,80,2026-08-11 23:00:00
265,7,Soda (M),2,60,120,2026-08-12 00:00:00
266,87,Soda (L),1,80,80,2026-08-12 01:00:00
267,97,Combo Set A,3,250,750,2026-08-12 02:00:00
268,190,Soda (L),3,80,240,2026-08-12 03:00:00
269,45,Popcorn Original,2,100,200,2026-08-12 04:00:00
270,16,Combo Set B,3,320,960,2026-08-12 05:00:00
271,64,Soda (M),2,60,120,2026-08-12 06:00:00
272,37,Combo Set A,3,250,750,2026-08-12 07:00:00
273,153,Popcorn Sweet,1,120,120,2026-08-12 08:00:00
274,9,Water,3,30,90,2026-08-12 09:00:00
275,183,Water,2,30,60,2026-08-12 10:00:00
276,156,Popcorn Cheese,1,120,120,2026-08-12 11:00:00
277,137,Water,2,30,60,2026-08-12 12:00:00
278,140,Popcorn Original,1,100,100,2026-08-12 13:00:00
279,146,Water,1,30,30,2026-08-12 14:00:00
280,90,Popcorn Original,3,100,300,2026-08-12 15:00:00
281,184,Popcorn Sweet,3,120,360,2026-08-12 16:00:00
282,74,Combo Set B,1,320,320,2026-08-12 17:00:00
283,186,Popcorn Original,3,100,300,2026-08-12 18:00:00
284,125,Popcorn Sweet,3,120,360,2026-08-12 19:00:00
285,51,Popcorn Sweet,2,120,240,2026-08-12 20:00:00
286,32,Popcorn Sweet,3,120,360,2026-08-12 21:00:00
287,88,Popcorn Original,1,100,100,2026-08-12 22:00:00
288,176,Combo Set A,3,250,750,2026-08-12 23:00:00
289,136,Popcorn Sweet,1,120,120,2026-08-13 00:00:00
290,158,Combo Set B,1,320,320,2026-08-13 01:00:00
291,26,Combo Set A,2,250,500,2026-08-13 02:00:00
292,152,Popcorn Original,1,100,100,2026-08-13 03:00:00
293,155,Combo Set B,1,320,320,2026-08-13 04:00:00
294,167,Soda (M),2,60,120,2026-08-13 05:00:00
295,66,Combo Set B,1,320,320,2026-08-13 06:00:00
296,179,Popcorn Sweet,2,120,240,2026-08-13 07:00:00
297,73,Popcorn Original,1,100,100,2026-08-13 08:00:00
298,50,Popcorn Original,3,100,300,2026-08-13 09:00:00
299,45,Combo Set A,2,250,500,2026-08-13 10:00:00
300,87,Popcorn Original,2,100,200,2026-08-13 11:00:00
